Headline,Body ID,Stance
spider probably crawl man body several day,1883,disagree
north korean leader kim jong un open restaurant scotland,2192,discuss
canadian israeli woman may capture syria report,2471,discuss
isi claim behead u journalist,2525,unrelated
jihadi john name mohammed emwazi london,2349,agree
apple watch spec tip say feature nummb ram numgb storage,1073,unrelated
kayla jean mueller u hostage kill jordan airstrike isi claim,532,unrelated
soldier shot ottawa war memorial,472,unrelated
watch naked airport worker walk scanner bizarre protest rough guard,1720,unrelated
news never guess homeless man spend num watch touch video,742,unrelated
michael phelps girlfriend bear male tell swimmer past,190,unrelated
l jinny abdel majed abdel bary uk rapper suspect james foley kill report,34,discuss
tiger wood luxe viking island sweden sale,2508,unrelated
islamic state training fighter pilot capture jet monitor group say,819,unrelated
num kidnap nigerian girl release deal reach boko haram,1896,discuss
judicial watch farrell isi terrorist cross mexican border,625,unrelated
isi claim capture u airdrop weapon,816,unrelated
break soldier shot national war memorial ottawa,1539,agree
apple launch totally redesign num inch macbook air,302,discuss
kim jong un sister take control north korea,305,unrelated
meteorite strike nicaragua puzzle expert,10,unrelated
parent anger seven bosnian schoolgirl age num num fall pregnant class trip,1981,unrelated
homeland security isil fighter u border,1419,unrelated
india num men cut testicle get closer god follow advice guru,1708,unrelated
james foley remember brave tireless journalist,1574,unrelated
kim sister take north korea dictator fail show key communist event send nice flower basket instead,2033,unrelated
nasa raise doubt report nicaraguan meteorite,2154,discuss
priest die wake claim god woman huh,2328,unrelated
prisoner release bergdahl exchange try reconnect taliban,2254,unrelated
second person rush hospital ebola symptom contact patient zero thomas duncan,1299,unrelated
video show dramatic moment bullet strike u marine head survive thanks kevlar helmet,709,unrelated
ebay planning apple watch app,796,discuss
isi border crisis dhs chief say terrorist enter u mexico,2132,unrelated
iraqi official dismisses unfounded report isi fighter ebola,527,unrelated
teletubbies sun baby fan freak jess smith num,2084,unrelated
boko haram deny cease fire leader say married kidnap girl,2314,unrelated
iraqi health official ebola kill num isi fighter,1175,discuss
num aircraft miss terrorist hold tripoli airport ahead num num anniversary,1575,unrelated
kim jong un sister kim yo jong charge,2477,discuss
gill rosenberg former idf soldier possibly capture isi fighting kurd,714,discuss
ebola virus spread among isi militant report claim jihadist seek cure mosul hospital,720,unrelated
oscar winner christian bale play steve job upcoming biopic,591,disagree
isi beheads american photo journalist james wright foley threatens come,2304,unrelated
ottawa shoot slain soldier name nathan cirillo suspect identify michael zehaf bibeau,1442,discuss
allege audio michael brown shoot sound good officer darren wilson,958,unrelated
boko haram denies ceasefire claim nigeria government,1642,unrelated
iraq say arrest woman wife isi leader al baghdadi,530,unrelated
miss mexican student find mass grave,683,unrelated
luke somers sister say kill failed yemen rescue attempt,2247,discuss
two gop congressman say suspected terrorist catch cross u mexico border,1498,unrelated
attorney new audio reveals pause gunfire michael brown shot,844,unrelated
report jihadist steal commercial jet raise num num fear,1865,discuss
nigeria miss girl release boko haram government aide claim,2356,discuss
new york city plan end arrest possession small amount marijuana,2163,agree
biological warfare horizon isi soldier may infect ebola,1821,unrelated
catholic priest die num min wake claim god woman,2296,unrelated
james foley american journalist james wright foley behead new isi video break news,601,unrelated
shock indian man penis cut caught attempt rape photo,2005,agree
categorically false dhs debunks right wing fiction isi attempt cross u mexico border,80,unrelated
update soldier gunman die ottawa rampage identify,1458,unrelated
powerful lego letter parent nums real,451,unrelated
boko haram cease fire abduct nigerian schoolgirl release official say,2192,unrelated
meet x boy electric shock turn kid magneto,2215,agree
man chop throw away small penis bad breakup,1379,unrelated
iphone num user tear hair,431,unrelated
isi kill num iraqi soldier chlorine gas shia mp,2224,discuss
predator drone reportedly spot circle isi capital city,1170,unrelated
mexico say student among dead mass grave,1822,discuss
popwatch teenager fight right recognize teletubbies smile sun baby,504,unrelated
nigeria say ceasefire agree boko haram,1003,unrelated
jihadi john unmasked former westminster university student arrest five year ago put terror watch list fly syria join isi two year later,1437,unrelated
lynch mob castrate allege rapist rajasthan,1042,unrelated
dhs rebuff congressman claim isi infiltrate southern border,2056,unrelated
seven high school girl get pregnant five day school trip parent outrage,2125,disagree
man pay parent mortgage christmas video,377,unrelated
thanks uncle sam weapon airdrop isi taunt america intercept weapon meant kurd,1938,unrelated
gill rosenberg canadian israeli woman fear kidnap isi say safe,1547,unrelated
paul revere num time capsule unearth,480,unrelated
amazon first brick mortar store say open manhattan,882,unrelated
bendgate hairgate iphone num user complain device rip hair,431,unrelated
weaponize ebola isi militant say contract deadly virus,1461,unrelated
islamic state release video apparently show behead miss u journalist james foley,2130,unrelated
audio recording michael brown shoot reportedly surface,1893,unrelated
allege audio michael brown shoot surface,2175,unrelated
north korea denies plan open restaurant scotland,2398,unrelated
uk spy identify foley killer abdel majed abdel bary key suspect,591,unrelated
report exec pop numk dinner run blackjack,1077,discuss
female israeli fighter say abducted islamic state read female israeli fighter say abducted islamic state,2445,unrelated
jeh johnson politician fee flame fear isi ebola,1764,agree
islamic state militant claim behead u journalist james wright foley,1658,discuss
texas plumber truck spot syria nothing terror,2044,unrelated
categorically false dhs debunks right wing fiction isi attempt cross u mexico border,2249,agree
predator drone reportedly sight circle raqqa syria,1170,unrelated
report suspect ebola case iraq untrue,559,unrelated
michael phelps girlfriend reveals bear man never tell swimmer,1234,discuss
mass grave find num student disappear mexican protest,1613,discuss
horror isi fighter reportedly contract ebola,1948,unrelated
report christian bale bail steve job movie,105,unrelated
islamic militant post video claim show behead u journalist,1351,unrelated
meteorite cause mysterious boom nicaragua,1825,discuss
report isi fighter contract ebola incorrect say iraqi health ministry,559,unrelated
robert plant literally rip num million contract reunite lead zeppelin,1365,unrelated
apple watch pricing spend num gold edition num stainless steel,2372,unrelated
limit depravity islamic state feed mother son,950,unrelated
obama outrage beheading vow stay course,2453,unrelated
explosion report near nicaraguan capital attribute meteorite impact expert include nasa cast doubt claim,2129,unrelated
ebola case iraq,2177,unrelated
isi beheads photojournalist james wright foley massage u end intervention iraq,1966,agree
allege audio michael brown shoot release,2016,unrelated
give homeless man num see video,2305,agree
u uk eye rapper british bear militant behead journalist james foley,850,discuss
num year old burger mcdonald burger purchase num age bit,1267,unrelated
jihadi john identify isi killer name mohammed emwazi west london,472,unrelated
apple watch launch new timetable analyst,1056,unrelated
vogue new dig reportedly swarm rat,367,unrelated
man slap people sneeze public hunt police,1888,unrelated
say report suspect ebola case iraq untrue,737,unrelated
christian bale play steve job,1646,unrelated
boko haram denies truce say kidnap girl marry,2192,unrelated
story catholic priest die see god woman come back life almost definitely fake,693,unrelated
holy theft batmobile steal batman v superman,1790,unrelated
report radically redesign num inch macbook air come,93,unrelated
apple watch shower proof num num apps launch report,595,unrelated
report jose canseco accidentally shoot,1145,discuss
unconfirmed report say isi uk hostage david haines behead,1802,unrelated
cnn play allege record michael brown shoot,2248,unrelated
angry mob hack allege rapist genitals meat cleaver dragging butcher,687,unrelated
bih seven primary school student pregnant five day excursion,1804,agree
kim jong un sister take control north korea,2260,unrelated
insurgent kill nigeria despite allege truce boko haram,903,unrelated
tourist wake find strange red trail stomach discovers spider burrow appendix scar crawl skin holiday bali,1439,unrelated
watch twitter catch fire amid rumor fidel castro death,1832,unrelated
explosion report near nicaraguan capital attribute meteorite impact expert include nasa cast doubt claim,1722,discuss
return mac seth rogen talk star apple co founder steve wozniak upcoming steve job biopic,616,unrelated
islamic militant post video claim show behead u journalist,900,unrelated
evocative shape vladimir putin troll world motorcade formation,1021,unrelated
video show american journalist behead believed real official family say,1720,unrelated
new isi video show militant seize weapon airdropped u near kobani,1239,unrelated
nun give birth baby boy suffer intense stomach pain,1597,unrelated
report claim kim jong un underwent surgery repair fracture ankle,2417,discuss
forget num karat gold next generation apple watch edition could use platinum report,1213,unrelated
rodney constantine keep facebook promise turn police,1292,unrelated
report christian bale play steve job,919,unrelated
islamic state leader family detain lebanon official say,1875,unrelated
say report suspect ebola case iraq untrue,2177,unrelated
amazon launch first brick mortar store report say,1948,unrelated
real life magneto boy become living magnet get massive electric shock street lamp,2415,discuss
big bank hank u rapper sugarhill gang founder member die num,2035,agree
isil beheads american photojournalist iraq,1237,unrelated
break pencil illustration banksy,1532,agree
homeless man receive meal hotel stay spending num donation food friend insist hoax despite new witness insist way could secretly film,321,unrelated
might rat infestation vogue,618,unrelated
watch naked airport worker walk scanner bizarre protest rough guard,1631,unrelated
american weapon isi,1938,unrelated
isi leader dead,1255,unrelated
jihadi john islamic state killer behind mask young londoner,1219,agree
isi video america air drop weapon hand,2223,unrelated
elderly woman arrest kidnap neighbor cat make fur coat,2483,unrelated
attorney new audio reveals pause gunfire michael brown shot,398,agree
omsk schoolboy turn man magnet shock,1503,unrelated
cnn play allege audiotape michael brown shootingmilitarization police,1435,unrelated
forty year ago lego write powerful letter parent gender work,1901,unrelated
audio captured time michael brown shoot company say,958,unrelated
allege audio michael brown shoot cnn hoax,1921,unrelated
apple hbo deal see launch web apple tv stream service num per month,1049,unrelated
james foley remember brave tireless journalist,1883,unrelated
batmobile steal mtv contest prize remain unclaimed,1177,discuss
man chop penis throw trash get dump bad bedroom skill,812,unrelated
resignation letter video game could greatest ever,773,unrelated
josh paler lin give homeless man num follow see spends,1395,unrelated
say report suspect ebola case iraq untrue,2463,unrelated
espn male domestic violence panel tonight,615,unrelated
texas plumber truck end syrian rebel video,565,unrelated
boko haram agree ceasefire release school girl,304,unrelated
nigeria claim boko haram release kidnap schoolgirl,1506,unrelated
lawmaker say least num islamic state fighter capture southern u border,2266,discuss
samsung reportedly make secret new chip apple watch,1658,unrelated
soldier shot ottawa war memorial,81,unrelated
kim jong un rely cobra wine problem trouser snake,2296,agree
pumpkin spice condom num flavor happen,2123,unrelated
isi fighter get catch come across u mexican border,1040,unrelated
ann arbor pizza delivery driver surprise num num tip,2404,unrelated
report radically redesign num inch macbook air come,2367,unrelated
indian civil servant sack num year sickie,72,unrelated
eyewitness viral video net numk donation bullshit,1922,discuss
prankster give homeless man num secretly follow learns buy food others,1948,unrelated
vandal paint penis num nummillion bugatti veyron,557,unrelated
hospital man treat ebola kansa city,781,unrelated
espn domestic violence panel keep hearing real,2531,unrelated
apple num inch retina macbook air show artist rendition,45,unrelated
rumor robert plant rip num million contract reunite lead zeppelin call rubbish,1406,unrelated
isi fighter get catch come across u mexican border,115,unrelated
luke somers british bear photojournalist kill al qaeda fail rescue attempt yemen,1988,discuss
banksy create charlie hebdo tribute cartoon mean appreciate,176,unrelated
internet try make axl rise latest death hoax victim,139,unrelated
cnn air allege audio michael brown shoot,1438,unrelated
kim jong un absence sister may rule,744,discuss
kurd deny gill rosenberg kobane,2471,discuss
ottawa gunman identify num year old michael zehaf bibeau,2045,unrelated
report allege new audio michael brown shoot,1374,unrelated
murder witness,2020,unrelated
state house time capsule num unearth,601,unrelated
woman detain lebanon al baghdadi wife iraq say,404,unrelated
isi fed murder kidnap victim mother travel headquarters demand see,2349,unrelated
boko haram agree ceasefire release school girl,1761,discuss
kim jong un sister kim yo jong charge,1760,unrelated
apple may launch num inch macbook air retina display,757,unrelated
new io num bug delete icloud document,221,unrelated
shot hear allege brown shoot record audio,1481,unrelated
mcdonald stop serve overweight customer january nope num num num story fake,1905,unrelated
watch naked airport worker walk scanner bizarre protest rough guard,2404,unrelated
islamic state beheads miss american journalist james wright foley,1854,unrelated
update saudi state television allegedly blur michelle obama face meet new saudi king,1343,unrelated
report apple watch come num storage size,1277,discuss
anna wintour refuse work new world trade center vogue office due rat infestation,639,unrelated
rumor gold apple watch edition price num num steel version num debut feb num,754,unrelated
seth rogen play steve wozniak steve job biopic,1539,unrelated
u official video show american execution,304,unrelated
send drone predator drone fly headquarters syria,1646,unrelated
north korea leader kim still charge injured leg source,2125,unrelated
christian bale set play steve job forthcoming biopic apple co founder,286,unrelated
sun baby teletubbies look like,2256,unrelated
american bombing sign death certificate miss u journalist james wright foley go unflinching death isi behead horrific video warn obama,2450,agree
isi behead u journalist james foley post youtube,446,discuss
air traveler wary ebola fear see surgical mask hazmat suit,1926,unrelated
cnn play allege audiotape michael brown shootingmilitarization police,121,unrelated
question raise nicaragua meteorite,10,unrelated
cnn play chill audio record allegedly michael brown shoot least num shot,1776,discuss
obama outrage beheading vow stay course,1009,unrelated
batmobile steal detroit,1939,unrelated
miss libyan jetliner raise fear terror attack num num,8,unrelated
report former baseball star jose canseco accidentally shoot home,2352,discuss
kim jong un break ankle hospitalize report claim,2087,unrelated
sugarhill gang big bank hank dead num,1458,unrelated
islamic militant post video claim show behead u journalist,2354,unrelated
insurgent kill nigeria despite allege truce boko haram,600,discuss
medium outlet identify jihadi john,2184,unrelated
audio record allegedly capture least num shot fire michael brown kill,1608,unrelated
report jose canseco accidentally shoot home tonight,2000,discuss
son pay parent mortgage christmas,1535,agree
government fire employee skip work num year,1162,agree
abdel majed abdel bary london rapper identify isi militant behead james foley,592,unrelated
official refute iraqi medium report isi member contract ebola mosul,1921,unrelated
schoolboy get electric shock lamppost claim magnetic power,1299,unrelated
watch u marine survive taliban sniper headshot afghanistan,2185,unrelated
shot hear allege brown shoot record audio,2002,unrelated
cold turkey,2509,discuss
u official video show american execution,2453,unrelated
graphic photo oliver ilic us razor blade slice manhood girlfriend break,1400,unrelated
despite ebola case kansa city rumor go viral,570,unrelated
app brush list actually sister tired,1040,unrelated
audio gunfire michael brown case authenticate app company,345,unrelated
google grow num num billion california office deal,1461,unrelated
james foley miss american photojournalist reportedly execute isi syria,2127,unrelated
journalist james wright foley reportedly behead isi,1658,discuss
kim jong un hospitalize two broken ankle reportedly wear heel overweight,2153,discuss
judicial watch farrell isi terrorist cross mexican border,225,unrelated
small meteorite strike nicaragua capital city managua,10,unrelated
christian bale exit steve job movie exclusive,2017,discuss
michael phelps report girlfriend reveals bear intersex,330,unrelated
audio captured time michael brown shoot company say,456,unrelated
fear journalist james wright foley behead islamic state jihadist message united state,2296,unrelated
dna test prove lebanon hold isi chief al baghdadi ex wife daughter catch fake passport,267,unrelated
glenn beck fear may do num miss jet,2459,unrelated
source gun n rose frontman axl rise find dead west hollywood home age num,1085,discuss
spider probably crawl man body several day,2459,unrelated
break islamic state video beheads american journalist james wright foley kidnap num bnonews,984,unrelated
boko haram ceasefire doubt attack report nigeria,206,unrelated
angry mob cut rapist penis meat cleaver viewer discretion,689,unrelated
audio recording michael brown shoot reportedly surface,398,discuss
break isi beheads american journalist james wright foley,2130,unrelated
miss mexico student among num body find mass grave,2360,unrelated
god woman priest die num minute claim,1407,agree
batmobile steal batman v superman dawn justice set report claim one batmobile model miss detroit local responsible,1939,unrelated
mexico hit student massacre least num anti corruption protester round murder dumped mass grave another num miss,1538,unrelated
canadian sergeant arm kevin vickers kill shooter parliament,1900,agree
isi claim behead u journalist,874,unrelated
feminist lana abort baby boy surprise backlash,2220,unrelated
pentagon isi get u weapon package,781,agree
islamic state leader family detain lebanon official say,1789,unrelated
get harder arrest pot possession new york city,2483,unrelated
expert cast doubt bunbury man dylan thomas burrow stomach spider story,962,unrelated
rapper identify james foley executioner report,634,unrelated
apple may launch num inch macbook air retina display,505,unrelated
jilt lover chop penis girlfriend dump,1560,discuss
amazon newest tablet come free news washington post,1278,discuss
eyewitness viral video net numk donation bullshit,941,unrelated
six month abduct nigerian schoolgirl boko haram reportedly want free,821,unrelated
nun give birth intend keep baby,2492,agree
dera sacha sauda chief force castration num devotee cbi file case msg messenger god actor,787,discuss
report kim jong un ankle injury add fuel rumour absence,1634,unrelated
report jetliner steal libya could use attack u num num,1699,unrelated
man chop penis girlfriend tell good bed,1249,unrelated
num kidnap nigerian girl release deal reach boko haram,48,unrelated
report israeli canadian woman fight islamic state kidnap terror group,2415,unrelated
apple watch power reserve feature combat short battery life,1420,agree
meteorite leave crater nicaraguan capital managua,40,unrelated
electric shock turn russian boy marvel magneto,1317,unrelated
mexico check num miss student mass grave,695,discuss
boko haram ceasefire doubt attack report nigeria,2139,agree
pentagon isi seize material airdropped kurd,2252,unrelated
internet try make axl rise latest death hoax victim,1547,unrelated
meteorite cause mysterious boom nicaragua,1627,unrelated
nasa raise doubt report nicaraguan meteorite,1179,unrelated
islamic state militant allegedly use chlorine gas iraqi security force,2016,unrelated
sorry everyone durex unfortunately make pumpkin spice condom,289,unrelated
gop rep least ten isi fighter catch come across mexican border,213,unrelated
stainless steel apple watch could cost num gold num time pricey,607,unrelated
michael zehaf bibeau slay ottawa shooter criminal record quebec b c,1569,agree
james wright foley kidnap journalist apparently execute isi,1589,discuss
tourist dub spider man spider burrow skin day,220,unrelated
suspect meteorite leaf crater managua link asteroid,1825,discuss
purdon ebola hoax texas town quarantine family five test positive ebola virus article fake,1627,unrelated
comcast say keep tor,2020,unrelated
man know jihadi john identify mohammed emwazi,2156,unrelated
spiderman squish perth expert debunk spider burrowing claim,2175,unrelated
durex make pumpkin spice condom hoax debunk,1642,unrelated
bali spider burrow aussie chest,1549,unrelated
ate ceiling pooped keyboard rat take vogue new world trade center office anna wintour longer want work,1619,discuss
islamic state beheads miss american journalist james wright foley,139,unrelated
female israeli fighter say abducted islamic state read female israeli fighter say abducted islamic state,568,unrelated
nun give birth idea pregnant,1597,unrelated
cnn play allege record michael brown shoot,2149,discuss
despite ceasefire announcement new boko haram attack report,1883,unrelated
apple order num million watch initial run,643,unrelated
iphone num really pull hair,304,unrelated
calm durex come pumpkin spice condom,1060,discuss
break news isi beheads miss american journalist james wright foley warn u cease action iraq,1547,unrelated
rumor apple watch feb true,2116,unrelated
news meet teletubbies sun baby num year old jess smith reveals smile face look teletubbyland,805,unrelated
nigeria hop return kidnap schoolgirl rise ceasefire report,1885,discuss
unconfirmed report say isi uk hostage david haines behead,2306,discuss
video message service verifies time cnn audio recording,321,unrelated
banksy create charlie hebdo tribute cartoon mean appreciate,1361,unrelated
iraqi medium say isi militant contract ebola,527,unrelated
islamic militant post video claim show behead u journalist,1905,unrelated
question raise nicaragua meteorite,686,unrelated
militant group say kill american journalist syria,1744,discuss
russian bag better bigfoot footage,829,unrelated
say eh oh teletubbies sun baby still recognise num year,1331,unrelated
michael zehaf bibeau ottawa shooter suspect identify canadian official,2134,unrelated
mum face real life sophie choice try sell son fund daughter care,1166,unrelated
break brat pack judd nelson find dead los angeles condo,2481,unrelated
update num men num woman tonight espn domestic violence panel,2015,unrelated
seth rogen play woz job biopic,2317,unrelated
cnn broadcast purport audio contain gunshot fell michael brown jr leader celebrity fill pew teen funeral,1481,unrelated
nun give birth surprise baby complain stomach pain,831,unrelated
woman detain lebanon isi leader wife say iraq,845,unrelated
gop rep least ten isi fighter catch come across mexican border,1376,discuss
star war vii new summer release date,1028,unrelated
time capsule paul revere samuel adam discover boston,1863,unrelated
apple may launch num inch macbook air retina display,345,unrelated
u drone hunt isi leader syria,1678,unrelated
al shabaab co founder confirm kill u air strike somalia,1982,discuss
islamic state claim execute american photojournalist james foley,2524,discuss
kim jong un sister kim yo jong charge,986,unrelated
doubt cast nicaragua meteorite claim,1249,discuss
report jetliner steal libya could use attack u num num,846,unrelated
nujaifi condemns daash crime saqlawiyah alsiger area anbar,2002,discuss
brian williams demand apology social medium erroneous urination report video,1854,unrelated
miss american journalist reportedly behead islamic state,903,discuss
cnn air allege audio michael brown shoot,2403,unrelated
obama murder james foley shock conscience entire world,2287,unrelated
islamist website claim israeli canadian woman kidnap report,1628,unrelated
amazon first brick mortar store say open manhattan,1772,discuss
nigeria claim deal boko haram ceasefire kidnap girl,1896,discuss
star war vii new summer release date,2463,unrelated
mohammed islam denies make num million stock market trading,2052,agree
isi chlorine attack security force confirm iraq official,2197,unrelated
nasa question whether crater nicaragua cause meteorite,1179,unrelated
isi beheads american photo journalist james wright foley threatens come,826,unrelated
iraqi kurdish medium report isi fighter contract ebola,1615,discuss
comcast turn complaint back customer get employer fire,2149,unrelated
bergdahl senator say jihadist swap u troop touch al qaida affiliate,1251,unrelated
bird poop vladimir putin,1013,unrelated
angry mob hack allege rapist genitals meat cleaver dragging butcher,1839,unrelated
michael brown shoot audio caught tape,958,unrelated
break soldier shot national war memorial ottawa,2410,discuss
confusion swirl detail murky arrest isi leader wife,1263,discuss
meteorite strike nicaragua puzzle expert,2118,unrelated
new audio record ferguson may capture michael brown shooting,1009,discuss
soldier shot near canadian parliament building,2526,unrelated
jose canseco shoot self hand,744,unrelated
yes wear apple watch shower,218,unrelated
glenn beck fear may do num miss jet,1530,unrelated
homeland security isil fighter u border,972,unrelated
ypg confirms gill rosenberg capture kobani,2302,discuss
god woman priest die num minute claim,1212,unrelated
new io num bug delete icloud document,2261,unrelated
obama outrage beheading vow stay course,1948,discuss
christian bale steve job,1854,unrelated
isi ebola probably medium report anyway,1974,discuss
canadian israeli woman may capture syria report,1319,unrelated
texas plumber threaten jihadis use old truck,339,unrelated
video appear show behead journalist james foley go miss syria,2304,unrelated
mexican student among body find mass graf,251,unrelated
man discovers spider live skin bali vacation,1271,unrelated
report islamic state us chlorine gas iraqi force,251,unrelated
viral video homeless man spending num food homeless fake witness say,550,unrelated
pumpkin spice condom happen,1833,agree
macaulay culkin dead facebook twitter death hoax go viral,1752,agree
christian bale play steve job upcoming biopic,2017,discuss
spider burrow australian man appendix scar video,224,unrelated
kevin vickers sergeant arm shoot shoot suspect ottawa call hero,2404,unrelated
nbc tom brokaw reportedly want brian williams fire fabricate iraq helicopter story,258,unrelated
video message service verifies time cnn audio recording,2313,unrelated
abdel majed abdel bary emerges suspect foley beheading,760,unrelated
macaulay culkin dead internet death hoax claim actor find dead apartment,195,unrelated
islamic state fly three jet syria monitor,2218,unrelated
strange mark turn tropical spider burrow vacationer skin,2297,unrelated
okay laugh fact vogue rat infestation get worse,1642,unrelated
gold apple watch edition could cost much num num,359,unrelated
hostage david haines murder evil pm say,1183,discuss
big bank hank co founder sugarhill gang die,281,unrelated
cnn play chill audio record allegedly michael brown shoot least num shot,2248,unrelated
really devote man spend num surgery constipate goldfish,1670,unrelated
isi threat texas mexico border,239,unrelated
future apple watch could include platinum model report,860,unrelated
kim jong un drink rare snake wine boost love life,640,unrelated
josh paler lin stage viral video help homeless,2061,disagree
amazon open first ever physical store new york city,2116,discuss
ebola outbreak num update isi fighter may contract deadly virus,1921,unrelated
eyewitness say viral video homeless man stag,1721,unrelated
isi video show execution david cawthorne haines british aid worker,1802,unrelated
michael zehaf bibeau ottawa shooter suspect identify canadian official,2453,unrelated
isi reportedly behead american photojournalist iraq,1034,unrelated
apple take reservation try apple watch consider platinum model,1637,unrelated
little old lady arrest make fur coat neighbor cat,830,unrelated
video islamic state claim capture u weapon airdrop near kobane,1485,discuss
mexico prosecutor student numst mass graf,649,unrelated
report taliban detainee swap bowe bergdahl suspect try return terrorism,819,unrelated
isi appear behead american photojournalist youtube video,903,discuss
isi seemingly behead american journalist james wright foley,874,unrelated
seth rogen woz,330,unrelated
u hostage luke somers die rescue bid,2318,discuss
amazon plan ad support video stream service ny post,687,unrelated
meet magneto boy kid attract metal body,308,unrelated
boko haram ceasefire nigeria ceasefire,1099,agree
christian bale drop steve job biopic,1406,unrelated
jihadi john name mohammed emwazi west london,1489,discuss
kane future winnipeg doubt,1074,unrelated
moment michael brown shot dead caught audio record fbi hand potentially damn tape eleven shot fire include final volley kill shot,844,unrelated
tom brokaw want brian williams fire iraq helicopter story report,2176,discuss
purported isi claim jordan airstrike kill female u hostage,2421,unrelated
abdel majed abdel bary emerges suspect foley beheading,1036,discuss
luke somers die rescue attempt sister say yemeni defense ministry say unnamed u hostage free,298,unrelated
james foley executioner say identified british rapper read james foley executioner say identified british rapper,195,unrelated
report isi kidnaps canadian israeli former idf soldier go fight kurd,1223,unrelated
comcast call rumor disconnect tor user wildly inaccurate,2178,agree
kim jong un break ankle hospitalize report claim,2210,unrelated
isi reportedly behead american photojournalist iraq,933,discuss
wildest apple watch rumor yet num num apps launch,1375,unrelated
evil straight pit hell american journalist james foley reportedly behead isi,1873,unrelated
parliament hill shoot sergeant arm kevin vickers family hero take ottawa gunman,1179,unrelated
paul rudd help tackle dallas airport gay basher,242,unrelated
nun complain stomach pain later give birth baby boy,179,agree
video purport show behead u journalist militant,1358,unrelated
graffiti artist banksy arrest london identity reveal,974,agree
real life magneto boy become living magnet get massive electric shock street lamp,649,unrelated
jeh johnson shoot duncan hunter assertion enter u via mexico,1946,discuss
isi militant claim kill u journalist james foley,568,unrelated
apple citi see num num apple watch accessory plethora,187,unrelated
dog go heaven cat horse pope assures young boy place paradise animal well,218,agree
nicaragua meteorite expert attempt understand whether mysterious meteorite fell pass pitbull asteroid,2307,unrelated
star war num jj abrams want move release summer num,1686,disagree
hbo apple talk num month apple tv stream service launch april,1004,unrelated
michael phelps girlfriend bear male tell swimmer past,1950,unrelated
north korea denies report kim jong un open state back restaurant scotland,1549,unrelated
white house fence jumper get farther previously think source say,1488,discuss
isi fighter seize weapon airdrop meant kurd,693,unrelated
banksy arrest hoax u website claim street artist caught watford,2468,agree
bunch folk pass around hoax video bird pooping vladimir putin,1006,unrelated
north korea dictator kim jong un undergoes surgery break ankle military tour,2329,unrelated
soldier shot near canadian parliament building,1873,unrelated
report amazon launch ad support streaming service,1795,unrelated
allege audio michael brown shoot cnn hoax,121,unrelated
boko haram release abduct schoolgirl part ceasefire agreement,344,unrelated
james foley remember brave tireless journalist,1406,unrelated
boko haram denies truce say kidnap girl marry,125,unrelated
isi claim american hostage kayla mueller die airstrike syria,754,discuss
isi leader kill abu bakr al baghdadi reportedly kill u airstrike,1889,discuss
vladimir putin get pooped bird first world war speech,366,unrelated
kim yo jong take kim jong un sister assume north korea state duty brother undergo medical treatment,932,unrelated
brian williams slam social medium speculation weatherman mike seidel relieve air,2092,unrelated
apple watch digital doctor could,607,unrelated
low level marijuana possession could soon land ticket instead arrest new york city,2483,unrelated
ottawa shoot slain soldier name nathan cirillo suspect identify michael zehaf bibeau,530,unrelated
boyfriend cut penis throw bin girlfriend dump bad bed,1171,agree
mum offer sell twin boy save twin girl,2283,unrelated
iphone num hairgate thing,689,unrelated
new audio allegedly capture moment michael brown shot,320,unrelated
hairgate iphone num customer complain phone rip hair,2276,discuss
tim cook reportedly reveal apple watch waterproof improve,1899,unrelated
ypg confirms gill rosenberg capture kobani,1347,unrelated
tiger wood ped pga tour suspension allegation retract dan olsen,1268,unrelated
macaulay culkin dead fan freak death rumor,1502,unrelated
islamic state fly three jet syria monitor,2362,unrelated
isi leader dead,1311,unrelated
widower cry tear joy hear late wife voice,803,unrelated
durex confirm deny rumor pumpkin spice condom,609,unrelated
bali awry,1579,discuss
christian bale talk play steve job exclusive,1913,unrelated
cnn air allege audio michael brown shoot,2287,discuss
watch isi claim capture u airdropped weapon,1239,unrelated
cnn play chill audio record allegedly michael brown shoot least num shot,2403,unrelated
isi ebola probably medium report anyway,2463,unrelated
obama denounces jam foley execution today entire world appal,2524,agree
letter parent nums lego set contains important message gender equality,2070,unrelated
sugarhill gang rapper big bank hank dy age num,40,unrelated
apple watch shower proof num num apps launch report,2118,unrelated
num aircraft miss terrorist hold tripoli airport ahead num num anniversary,1438,unrelated
mcdonald remove big mac apple pie eliminate large size option,693,unrelated
body mexico mass grave apparently miss student,60,unrelated
ottawa gunman identify michael zehaf bibeau,239,unrelated
batmobile rumor steal batman v superman dawn justice set,702,unrelated
amazon plan stream video alternative,2287,unrelated
tb probably speed seinfeld rerun fit commercial,955,unrelated
non le lancement du nouveau star war ne serum pa devanc cet,944,unrelated
apple watch battery require nightly charge,919,unrelated
saudi fatwa ban snowman trigger heat debate,2287,unrelated
teen make num million stock market,2132,unrelated
fidel castro dead accord viral twitter rumor,1883,unrelated
report israeli canadian woman fight islamic state kidnap terror group,1224,unrelated
yemen say u man free sister say dead,115,unrelated
mexico student massacre update graf discover murder site,1670,unrelated
dog find abandoned suitcase fill belonging,2523,agree
new io num bug delete icloud document,1347,unrelated
meet police denies report banksy arrest,667,unrelated
really devote man spend num surgery constipate goldfish,924,unrelated
